Global
40.10990650	-82.99209030
40.10989753	-82.99209130
40.10988862	-82.99209300
40.10987986	-82.99209572
40.10987125	-82.99209915
40.10986284	-82.99210336
40.10985467	-82.99210830
40.10984677	-82.99211393
40.10983921	-82.99212029
40.10983188	-82.99212712
40.10982492	-82.99213456
40.10981830	-82.99214251
40.10981206	-82.99215097
40.10980626	-82.99215994
40.10980091	-82.99216938
40.10979614	-82.99217933
40.10979202	-82.99218976
40.10978840	-82.99220050
40.10978540	-82.99221156
40.10978300	-82.99222286
40.10978110	-82.99223433
40.10977990	-82.99224595
40.10977910	-82.99225764
40.10977910	-82.99226936
40.10977970	-82.99228107
40.10978094	-82.99229269
40.10978270	-82.99230419
40.10978500	-82.99231553
40.10978790	-82.99232663
40.10979133	-82.99233748
40.10979526	-82.99234803
40.10979975	-82.99235820
40.10980470	-82.99236800
40.10981014	-82.99237734
40.10981605	-82.99238620
40.10982240	-82.99239451
40.10982916	-82.99240226
40.10983627	-82.99240947
40.10984372	-82.99241606
40.10985150	-82.99242195
40.10985960	-82.99242710
40.10986798	-82.99243140
40.10987660	-82.99243480
40.10988534	-82.99243760
40.10989420	-82.99243970
40.10990315	-82.99244100
40.10991215	-82.99244160
40.10992115	-82.99244130
40.10993011	-82.99244014
40.10993900	-82.99243825
40.10994777	-82.99243557
40.10995637	-82.99243211
40.10996475	-82.99242782
40.10997291	-82.99242285
40.10998077	-82.99241712
40.10998831	-82.99241070
40.10999549	-82.99240361
40.11000228	-82.99239592
40.11000875	-82.99238775
40.11001481	-82.99237909
40.11002052	-82.99237001
40.11002592	-82.99236063
40.11003078	-82.99235075
40.11003519	-82.99234052
40.11003900	-82.99232989
40.11004210	-82.99231888
40.11004454	-82.99230759
40.11004630	-82.99229609
40.11004760	-82.99228448
40.11004830	-82.99227279
40.11004850	-82.99226106
40.11004800	-82.99224935
40.11004675	-82.99223774
40.11004492	-82.99222625
40.11004257	-82.99221492
40.11003967	-82.99220382
40.11003620	-82.99219300
40.11003225	-82.99218246
40.11002774	-82.99217231
40.11002276	-82.99216254
40.11001726	-82.99215324
40.11001126	-82.99214449
40.11000484	-82.99213628
40.10999794	-82.99212874
40.10999065	-82.99212185
40.10998299	-82.99211569
40.10997505	-82.99211015
40.10996681	-82.99210541
40.10995837	-82.99210130
40.10994974	-82.99209794
40.10994104	-82.99209494
40.10993220	-82.99209270
40.10992327	-82.99209120
40.10991427	-82.99209057
